"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TMEM14C1",0,0.755105058544778,0.708,0.245,0,"Late Erythroid precursors","TMEM14C"
"DEK1",0,0.749269290495633,0.88,0.313,0,"Late Erythroid precursors","DEK"
"CMAS1",0,0.746699712422835,0.786,0.159,0,"Late Erythroid precursors","CMAS"
"MPC21",0,0.746667773354905,0.854,0.287,0,"Late Erythroid precursors","MPC2"
"SMC21",0,0.744115904690365,0.681,0.084,0,"Late Erythroid precursors","SMC2"
"TESC1",0,0.743114316238535,0.764,0.143,0,"Late Erythroid precursors","TESC"
"CCNB21",0,0.743030105169417,0.593,0.058,0,"Late Erythroid precursors","CCNB2"
"HMMR1",0,0.735761169291548,0.532,0.04,0,"Late Erythroid precursors","HMMR"
"MAP2K3",0,0.735223968912175,0.808,0.215,0,"Late Erythroid precursors","MAP2K3"
"GYPE",0,0.727573569913034,0.609,0.034,0,"Late Erythroid precursors","GYPE"
"CALM31",0,0.727010671307994,0.934,0.399,0,"Late Erythroid precursors","CALM3"
"CR1L",0,0.719732036658469,0.644,0.045,0,"Late Erythroid precursors","CR1L"
"DLGAP51",0,0.718513534915207,0.589,0.04,0,"Late Erythroid precursors","DLGAP5"
"YWHAH1",0,0.714176838864621,0.693,0.154,0,"Late Erythroid precursors","YWHAH"
"OAT1",0,0.713177167458521,0.699,0.141,0,"Late Erythroid precursors","OAT"
"CTSE1",0,0.710639916938493,0.574,0.031,0,"Late Erythroid precursors","CTSE"
"CENPW1",0,0.707543923588009,0.704,0.093,0,"Late Erythroid precursors","CENPW"
"ST6GALNAC4",0,0.695600416249166,0.671,0.084,0,"Late Erythroid precursors","ST6GALNAC4"
"DCK",0,0.692876039414429,0.824,0.226,0,"Late Erythroid precursors","DCK"
"HMGB31",0,0.688804048241951,0.7,0.096,0,"Late Erythroid precursors","HMGB3"
"RPA31",0,0.68416862329613,0.752,0.215,0,"Late Erythroid precursors","RPA3"
"CCNB11",0,0.683762674122213,0.475,0.051,0,"Late Erythroid precursors","CCNB1"
"PCNA1",0,0.681913089460265,0.616,0.147,0,"Late Erythroid precursors","PCNA"
"CKS1B1",0,0.680839582248969,0.725,0.141,0,"Late Erythroid precursors","CKS1B"
"GATA11",0,0.680286184859988,0.658,0.077,0,"Late Erythroid precursors","GATA1"
"YBX11",0,0.674743045660314,0.995,0.865,0,"Late Erythroid precursors","YBX1"
"CARHSP1",0,0.671307982886798,0.714,0.181,0,"Late Erythroid precursors","CARHSP1"
"MBOAT21",0,0.669505439088298,0.625,0.061,0,"Late Erythroid precursors","MBOAT2"
"TPX21",0,0.662143216190524,0.588,0.049,0,"Late Erythroid precursors","TPX2"
"ABCB101",0,0.660633024393327,0.619,0.055,0,"Late Erythroid precursors","ABCB10"
"WDR341",0,0.660395516769097,0.592,0.057,0,"Late Erythroid precursors","WDR34"
"SMIM5",0,0.6585985611595,0.633,0.064,0,"Late Erythroid precursors","SMIM5"
"DHRS13",0,0.655045856983557,0.611,0.047,0,"Late Erythroid precursors","DHRS13"
"CKAP21",0,0.654021924818767,0.61,0.089,0,"Late Erythroid precursors","CKAP2"
"TK11",0,0.653291874403014,0.524,0.069,0,"Late Erythroid precursors","TK1"
"GFI1B1",0,0.647632387399441,0.591,0.049,0,"Late Erythroid precursors","GFI1B"
"CCNA21",0,0.647511132357777,0.575,0.046,0,"Late Erythroid precursors","CCNA2"
"GLRX51",0,0.642436451760178,0.731,0.175,0,"Late Erythroid precursors","GLRX5"
"ZWINT1",0,0.63383644184764,0.626,0.073,0,"Late Erythroid precursors","ZWINT"
"ASPM",0,0.633110940879069,0.47,0.033,0,"Late Erythroid precursors","ASPM"
"CDC201",0,0.630834349622715,0.471,0.052,0,"Late Erythroid precursors","CDC20"
"OSBP2",0,0.628260251600706,0.59,0.05,0,"Late Erythroid precursors","OSBP2"
"SOX6",0,0.626863399109456,0.569,0.04,0,"Late Erythroid precursors","SOX6"
"H3F3A1",0,0.624908946833441,0.996,0.864,0,"Late Erythroid precursors","H3F3A"
"CISD21",0,0.620218812299167,0.797,0.224,0,"Late Erythroid precursors","CISD2"
"TUBB2A1",0,0.616471022563896,0.586,0.086,0,"Late Erythroid precursors","TUBB2A"
"CD591",0,0.615068252463786,0.669,0.153,0,"Late Erythroid precursors","CD59"
"MZT11",0,0.613132834922782,0.712,0.144,0,"Late Erythroid precursors","MZT1"
"IFI271",1.63889738300512e-284,0.802470972599189,0.182,0.045,5.52210084229745e-280,"Late Erythroid precursors","IFI27"
"HBD1",0,2.66731287032209,0.999,0.551,0,"Early Erythrocytes","HBD"
"HBB1",0,2.33834639349855,1,0.992,0,"Early Erythrocytes","HBB"
"HBA11",0,2.26026460129772,1,0.906,0,"Early Erythrocytes","HBA1"
"HBA21",0,2.23076997101521,1,0.967,0,"Early Erythrocytes","HBA2"
"SLC25A371",0,2.10459411745659,0.998,0.239,0,"Early Erythrocytes","SLC25A37"
"HBM1",0,2.04274731915867,0.997,0.358,0,"Early Erythrocytes","HBM"
"ALAS21",0,2.01032287464166,0.995,0.213,0,"Early Erythrocytes","ALAS2"
"AHSP2",0,1.92097223275317,0.998,0.376,0,"Early Erythrocytes","AHSP"
"SNCA1",0,1.86806788380709,0.996,0.226,0,"Early Erythrocytes","SNCA"
"SLC4A11",0,1.80534467721515,0.995,0.162,0,"Early Erythrocytes","SLC4A1"
"GYPA2",0,1.80210011479287,0.975,0.152,0,"Early Erythrocytes","GYPA"
"TMCC2",0,1.72205419699493,0.747,0.052,0,"Early Erythrocytes","TMCC2"
"HMBS2",0,1.66473273224242,0.985,0.18,0,"Early Erythrocytes","HMBS"
"GYPB2",0,1.6152756922946,0.924,0.132,0,"Early Erythrocytes","GYPB"
"BNIP3L",0,1.58119147980751,0.97,0.294,0,"Early Erythrocytes","BNIP3L"
"BLVRB2",0,1.56241107837182,0.997,0.334,0,"Early Erythrocytes","BLVRB"
"IFIT1B",0,1.56035036050519,0.699,0.053,0,"Early Erythrocytes","IFIT1B"
"HEMGN2",0,1.51550210956397,0.955,0.159,0,"Early Erythrocytes","HEMGN"
"CA12",0,1.48300217692022,0.98,0.34,0,"Early Erythrocytes","CA1"
"FECH2",0,1.48288643947756,0.961,0.169,0,"Early Erythrocytes","FECH"
"TRIM58",0,1.46523204197221,0.852,0.078,0,"Early Erythrocytes","TRIM58"
"BSG2",0,1.45632943119369,0.99,0.408,0,"Early Erythrocytes","BSG"
"BPGM",0,1.44967099757022,0.926,0.153,0,"Early Erythrocytes","BPGM"
"EPB421",0,1.41480667717833,0.946,0.138,0,"Early Erythrocytes","EPB42"
"SELENBP11",0,1.35787447967804,0.925,0.125,0,"Early Erythrocytes","SELENBP1"
"SLC2A11",0,1.35421540912493,0.895,0.113,0,"Early Erythrocytes","SLC2A1"
"RHAG2",0,1.30760379931716,0.856,0.091,0,"Early Erythrocytes","RHAG"
"SLC25A392",0,1.30590818064861,0.976,0.293,0,"Early Erythrocytes","SLC25A39"
"ARL4A",0,1.26652492375397,0.85,0.329,0,"Early Erythrocytes","ARL4A"
"CAT2",0,1.23374580792352,0.965,0.288,0,"Early Erythrocytes","CAT"
"LGALS31",0,1.17365030948279,0.902,0.222,0,"Early Erythrocytes","LGALS3"
"STOM1",0,1.17309269798046,0.9,0.166,0,"Early Erythrocytes","STOM"
"TSPO21",0,1.15245694384627,0.798,0.068,0,"Early Erythrocytes","TSPO2"
"PIM1",0,1.15128150666031,0.894,0.243,0,"Early Erythrocytes","PIM1"
"NCOA4",0,1.11189715113067,0.913,0.248,0,"Early Erythrocytes","NCOA4"
"STRADB2",0,1.10987142860171,0.889,0.17,0,"Early Erythrocytes","STRADB"
"MKRN1",0,1.05207868740631,0.856,0.281,0,"Early Erythrocytes","MKRN1"
"H1F02",0,1.0211401836366,0.694,0.137,0,"Early Erythrocytes","H1F0"
"CA22",0,1.00590882486734,0.793,0.164,0,"Early Erythrocytes","CA2"
"UBB1",0,0.983874969681772,0.996,0.863,0,"Early Erythrocytes","UBB"
"FBXO72",0,0.959225978517257,0.931,0.289,0,"Early Erythrocytes","FBXO7"
"MPP12",0,0.929423894027919,0.832,0.177,0,"Early Erythrocytes","MPP1"
"DCAF12",0,0.92801577674176,0.701,0.112,0,"Early Erythrocytes","DCAF12"
"EIF1AY2",0,0.918853636873314,0.402,0.121,0,"Early Erythrocytes","EIF1AY"
"PDZK1IP11",0,0.914225052266004,0.654,0.065,0,"Early Erythrocytes","PDZK1IP1"
"SEC62",0,0.912096005858843,0.972,0.538,0,"Early Erythrocytes","SEC62"
"RHCE1",0,0.909996546362028,0.742,0.077,0,"Early Erythrocytes","RHCE"
"KLF12",0,0.908974493627851,0.797,0.12,0,"Early Erythrocytes","KLF1"
"DMTN1",0,0.908214737662771,0.773,0.113,0,"Early Erythrocytes","DMTN"
"FAM210B2",0,0.905588805830056,0.819,0.158,0,"Early Erythrocytes","FAM210B"
"RAD23A2",0,0.903117203100452,0.941,0.347,0,"Early Erythrocytes","RAD23A"
"NUDT41",0,0.901460799086135,0.778,0.21,0,"Early Erythrocytes","NUDT4"
"XPO7",0,0.882955365239857,0.646,0.054,0,"Early Erythrocytes","XPO7"
"TOP12",0,0.88054680592265,0.804,0.195,0,"Early Erythrocytes","TOP1"
"UROD2",0,0.862945886176978,0.878,0.213,0,"Early Erythrocytes","UROD"
"PRDX22",0,0.861439031095161,0.98,0.505,0,"Early Erythrocytes","PRDX2"
"YBX32",0,0.842777429298279,0.817,0.228,0,"Early Erythrocytes","YBX3"
"CCNDBP11",0,0.832765919561267,0.873,0.273,0,"Early Erythrocytes","CCNDBP1"
"BCL2L1",0,0.830935302473476,0.705,0.101,0,"Early Erythrocytes","BCL2L1"
"GMPR2",0,0.820802497671892,0.699,0.104,0,"Early Erythrocytes","GMPR"
"MAP2K31",0,0.817633130325966,0.8,0.217,0,"Early Erythrocytes","MAP2K3"
"EIF2AK12",0,0.811320102290204,0.816,0.202,0,"Early Erythrocytes","EIF2AK1"
"HAGH2",0,0.799330260007919,0.807,0.214,0,"Early Erythrocytes","HAGH"
"MYL42",0,0.797233438625082,0.633,0.119,0,"Early Erythrocytes","MYL4"
"EMC3",0,0.796717139816961,0.818,0.221,0,"Early Erythrocytes","EMC3"
"NFIX",0,0.777719076675429,0.621,0.055,0,"Early Erythrocytes","NFIX"
"TRAK21",0,0.767689861907647,0.65,0.083,0,"Early Erythrocytes","TRAK2"
"TSPAN51",0,0.765562065390686,0.643,0.087,0,"Early Erythrocytes","TSPAN5"
"RFESD2",0,0.756772694716322,0.642,0.092,0,"Early Erythrocytes","RFESD"
"NFE22",0,0.747324743133521,0.643,0.094,0,"Early Erythrocytes","NFE2"
"CMAS2",0,0.746067358211321,0.721,0.164,0,"Early Erythrocytes","CMAS"
"GLRX52",0,0.739094686938185,0.71,0.177,0,"Early Erythrocytes","GLRX5"
"SMIM12",0,0.734162945614629,0.611,0.119,0,"Early Erythrocytes","SMIM1"
"CPEB41",0,0.702991525087399,0.604,0.08,0,"Early Erythrocytes","CPEB4"
"SMIM51",0,0.697733293864337,0.602,0.067,0,"Early Erythrocytes","SMIM5"
"DPM21",0,0.685079650370135,0.701,0.164,0,"Early Erythrocytes","DPM2"
"SPTA12",0,0.684486597940141,0.534,0.067,0,"Early Erythrocytes","SPTA1"
"YPEL41",0,0.674095289034942,0.542,0.031,0,"Early Erythrocytes","YPEL4"
"GYPC2",0,0.673017867134916,0.971,0.537,0,"Early Erythrocytes","GYPC"
"TFDP22",0,0.668103781690558,0.685,0.173,0,"Early Erythrocytes","TFDP2"
"MINPP12",0,0.660068266328622,0.56,0.095,0,"Early Erythrocytes","MINPP1"
"FKBP81",0,0.659275984683547,0.918,0.423,0,"Early Erythrocytes","FKBP8"
"HBQ12",0,0.65434823946854,0.604,0.109,0,"Early Erythrocytes","HBQ1"
"ACSL61",0,0.646883379509439,0.555,0.054,0,"Early Erythrocytes","ACSL6"
"GUK11",0,0.63780226294526,0.968,0.608,0,"Early Erythrocytes","GUK1"
"ANKRD9",0,0.635049603734021,0.523,0.04,0,"Early Erythrocytes","ANKRD9"
"CCS",0,0.631826878473391,0.627,0.133,0,"Early Erythrocytes","CCS"
"ARG1",0,0.629010157228479,0.321,0.014,0,"Early Erythrocytes","ARG1"
"TFRC2",0,0.626515372995778,0.68,0.165,0,"Early Erythrocytes","TFRC"
"FGFR1OP21",0,0.617673833112415,0.766,0.229,0,"Early Erythrocytes","FGFR1OP2"
"TERF2IP",0,0.616105423321482,0.821,0.333,0,"Early Erythrocytes","TERF2IP"
"ADIPOR1",0,0.613116392233975,0.672,0.203,0,"Early Erythrocytes","ADIPOR1"
"SLC1A51",0,0.612297836569897,0.571,0.095,0,"Early Erythrocytes","SLC1A5"
"KRT1",0,0.610642594582561,0.383,0.05,0,"Early Erythrocytes","KRT1"
"RHD1",0,0.606355249622952,0.5,0.055,0,"Early Erythrocytes","RHD"
"GABARAPL2",0,0.605609589162524,0.886,0.407,0,"Early Erythrocytes","GABARAPL2"
"ISCA1",0,0.603986499459657,0.748,0.246,0,"Early Erythrocytes","ISCA1"
"ARF4",0,0.603113235211504,0.694,0.209,0,"Early Erythrocytes","ARF4"
"HBG22",5.620906738781e-193,1.57845704802797,0.217,0.073,1.89390831656487e-188,"Early Erythrocytes","HBG2"
"IFI272",1.11358679779555e-72,0.699876735620426,0.118,0.048,3.75211935649232e-68,"Early Erythrocytes","IFI27"
"HBA22",0,2.43527904816102,1,0.967,0,"Late Erythrocytes","HBA2"
"HBA12",0,2.40202803118604,1,0.906,0,"Late Erythrocytes","HBA1"
"HBB2",0,2.34818429437055,1,0.992,0,"Late Erythrocytes","HBB"
"ALAS22",0,1.97690085886247,0.989,0.216,0,"Late Erythrocytes","ALAS2"
"HBG23",0,1.94433524480739,0.266,0.072,0,"Late Erythrocytes","HBG2"
"SNCA2",0,1.8726738092641,0.989,0.229,0,"Late Erythrocytes","SNCA"
"BPGM1",0,1.72216271085158,0.954,0.154,0,"Late Erythrocytes","BPGM"
"DCAF121",0,1.52831476183088,0.948,0.104,0,"Late Erythrocytes","DCAF12"
"BNIP3L1",0,1.50918201419196,0.979,0.296,0,"Late Erythrocytes","BNIP3L"
"MKRN11",0,1.42770192042022,0.969,0.278,0,"Late Erythrocytes","MKRN1"
"UBB2",0,1.36120629590458,0.997,0.863,0,"Late Erythrocytes","UBB"
"NCOA41",0,1.31490726710624,0.944,0.249,0,"Late Erythrocytes","NCOA4"
"IFIT1B1",0,1.31358212064725,0.703,0.055,0,"Late Erythrocytes","IFIT1B"
"SLC25A372",0,1.27303358527783,0.991,0.242,0,"Late Erythrocytes","SLC25A37"
"HBD2",0,1.24779687671825,0.996,0.552,0,"Late Erythrocytes","HBD"
"SLC25A393",0,1.1905059019912,0.981,0.295,0,"Late Erythrocytes","SLC25A39"
"FECH3",0,1.17445042845836,0.932,0.173,0,"Late Erythrocytes","FECH"
"STRADB3",0,1.09484922900088,0.914,0.171,0,"Late Erythrocytes","STRADB"
"BLVRB3",0,1.06698958654977,0.977,0.337,0,"Late Erythrocytes","BLVRB"
"MPP13",0,1.01217026437385,0.899,0.177,0,"Late Erythrocytes","MPP1"
"SELENBP12",0,0.99963136842188,0.878,0.129,0,"Late Erythrocytes","SELENBP1"
"KRT11",0,0.978023690665267,0.585,0.043,0,"Late Erythrocytes","KRT1"
"GMPR3",0,0.975071400030421,0.833,0.101,0,"Late Erythrocytes","GMPR"
"ADIPOR11",0,0.973055732031135,0.902,0.195,0,"Late Erythrocytes","ADIPOR1"
"AHSP3",0,0.972588928437163,0.983,0.379,0,"Late Erythrocytes","AHSP"
"FBXO73",0,0.92770772568522,0.945,0.29,0,"Late Erythrocytes","FBXO7"
"LGALS32",0,0.904850989562491,0.88,0.225,0,"Late Erythrocytes","LGALS3"
"PITHD11",0,0.90024860131292,0.832,0.236,0,"Late Erythrocytes","PITHD1"
"BSG3",0,0.892756286197291,0.962,0.411,0,"Late Erythrocytes","BSG"
"TMCC21",0,0.836246707791345,0.542,0.062,0,"Late Erythrocytes","TMCC2"
"FKBP82",0,0.812828392440936,0.969,0.423,0,"Late Erythrocytes","FKBP8"
"RNF101",0,0.78819360955592,0.842,0.187,0,"Late Erythrocytes","RNF10"
"BCL2L11",0,0.774116374610949,0.751,0.101,0,"Late Erythrocytes","BCL2L1"
"CCNDBP12",0,0.768406189950599,0.871,0.275,0,"Late Erythrocytes","CCNDBP1"
"EPB422",0,0.74738550362298,0.821,0.146,0,"Late Erythrocytes","EPB42"
"GABARAPL21",0,0.733142598291752,0.931,0.407,0,"Late Erythrocytes","GABARAPL2"
"FAM210B3",0,0.726389591309081,0.802,0.161,0,"Late Erythrocytes","FAM210B"
"DMTN2",0,0.693937956545938,0.739,0.116,0,"Late Erythrocytes","DMTN"
"HBM2",0,0.676551876092983,0.968,0.361,0,"Late Erythrocytes","HBM"
"MAP2K32",0,0.661460610977885,0.774,0.22,0,"Late Erythrocytes","MAP2K3"
"PSMF12",0,0.632023572157243,0.803,0.227,0,"Late Erythrocytes","PSMF1"
"HBQ13",0,0.611379023147184,0.628,0.109,0,"Late Erythrocytes","HBQ1"
"EIF1AY3",4.37057281829331e-112,0.605537624153929,0.257,0.128,1.47262080539575e-107,"Late Erythrocytes","EIF1AY"
"CCR7",0,0.784226275150937,0.399,0.098,0,"CD4+ Naïve T cells","CCR7"
"NOSIP",0,0.713338166689405,0.633,0.367,0,"CD4+ Naïve T cells","NOSIP"
"LTB",0,0.704310679672807,0.938,0.551,0,"CD4+ Naïve T cells","LTB"
"PIK3IP1",0,0.644276872429662,0.472,0.194,0,"CD4+ Naïve T cells","PIK3IP1"
"SARAF",0,0.63670113762761,0.907,0.726,0,"CD4+ Naïve T cells","SARAF"
"LEPROTL1",0,0.633199096852023,0.638,0.383,0,"CD4+ Naïve T cells","LEPROTL1"
"FHIT",0,0.621806076813202,0.29,0.087,0,"CD4+ Naïve T cells","FHIT"
"TRAC",0,0.604425339698081,0.81,0.438,0,"CD4+ Naïve T cells","TRAC"
"TRBC1",0,0.604290995330819,0.549,0.319,0,"CD4+ Naïve T cells","TRBC1"
"JUNB",0,0.601293104530551,0.97,0.898,0,"CD4+ Naïve T cells","JUNB"
"LTB1",0,0.983943940119507,0.958,0.582,0,"CD4+ Memory T cells","LTB"
"IL32",0,0.884097050919895,0.944,0.529,0,"CD4+ Memory T cells","IL32"
"IL7R1",0,0.787205895464428,0.662,0.261,0,"CD4+ Memory T cells","IL7R"
"TRAC1",0,0.766621646055972,0.878,0.46,0,"CD4+ Memory T cells","TRAC"
"TNFAIP3",0,0.750477117982023,0.749,0.389,0,"CD4+ Memory T cells","TNFAIP3"
"LMNA1",0,0.712274364404376,0.361,0.167,0,"CD4+ Memory T cells","LMNA"
"ITGB1",0,0.685684712858228,0.485,0.234,0,"CD4+ Memory T cells","ITGB1"
"ZFP36L21",0,0.685428428415606,0.932,0.745,0,"CD4+ Memory T cells","ZFP36L2"
"CRIP1",0,0.649163700608471,0.655,0.34,0,"CD4+ Memory T cells","CRIP1"
"JUNB1",0,0.644598260408706,0.983,0.902,0,"CD4+ Memory T cells","JUNB"
"CD3D1",0,0.60238640020349,0.862,0.48,0,"CD4+ Memory T cells","CD3D"
"S100A9",0,3.77339664423619,0.996,0.367,0,"CD14+ Monocytes","S100A9"
"S100A8",0,3.75634643033431,0.993,0.335,0,"CD14+ Monocytes","S100A8"
"LYZ",0,3.07561456357599,0.999,0.369,0,"CD14+ Monocytes","LYZ"
"S100A12",0,2.89640894277114,0.87,0.077,0,"CD14+ Monocytes","S100A12"
"CXCL8",0,2.63343743236409,0.751,0.105,0,"CD14+ Monocytes","CXCL8"
"FCN1",0,2.59952403569726,0.978,0.112,0,"CD14+ Monocytes","FCN1"
"TYROBP",0,2.3592343977363,0.997,0.268,0,"CD14+ Monocytes","TYROBP"
"RP11-1143G9.4",0,2.24281504935921,0.789,0.088,0,"CD14+ Monocytes","RP11-1143G9.4"
"CSTA",0,2.23891076558584,0.943,0.088,0,"CD14+ Monocytes","CSTA"
"CTSS",0,2.20703661814911,0.97,0.314,0,"CD14+ Monocytes","CTSS"
"VCAN",0,2.19567384073345,0.867,0.044,0,"CD14+ Monocytes","VCAN"
"CST3",0,2.08437261338856,0.988,0.25,0,"CD14+ Monocytes","CST3"
"G0S2",0,2.05227307054923,0.575,0.06,0,"CD14+ Monocytes","G0S2"
"MNDA",0,2.02709254860396,0.81,0.059,0,"CD14+ Monocytes","MNDA"
"CD14",0,1.82250541189675,0.744,0.031,0,"CD14+ Monocytes","CD14"
"FTL",0,1.81357990547119,1,0.988,0,"CD14+ Monocytes","FTL"
"NEAT1",0,1.781387557394,0.98,0.586,0,"CD14+ Monocytes","NEAT1"
"LST1",0,1.76116776153818,0.974,0.231,0,"CD14+ Monocytes","LST1"
"LGALS1",0,1.74867847355534,0.981,0.383,0,"CD14+ Monocytes","LGALS1"
"FCER1G",0,1.72827651641203,0.958,0.212,0,"CD14+ Monocytes","FCER1G"
"AIF1",0,1.72623645848447,0.956,0.286,0,"CD14+ Monocytes","AIF1"
"NAMPT",0,1.6947205020914,0.809,0.14,0,"CD14+ Monocytes","NAMPT"
"TYMP",0,1.68429186232392,0.822,0.152,0,"CD14+ Monocytes","TYMP"
"S100A11",0,1.67807468704864,0.935,0.267,0,"CD14+ Monocytes","S100A11"
"MS4A6A",0,1.66047721726896,0.754,0.045,0,"CD14+ Monocytes","MS4A6A"
"PSAP",0,1.64785444615829,0.94,0.347,0,"CD14+ Monocytes","PSAP"
"S100A61",0,1.58927562508421,0.999,0.827,0,"CD14+ Monocytes","S100A6"
"SAT1",0,1.57758746134098,0.953,0.471,0,"CD14+ Monocytes","SAT1"
"AP1S2",0,1.56836857075311,0.849,0.204,0,"CD14+ Monocytes","AP1S2"
"PLAUR",0,1.5643362020509,0.672,0.069,0,"CD14+ Monocytes","PLAUR"
"LGALS2",0,1.56313530226883,0.514,0.032,0,"CD14+ Monocytes","LGALS2"
"GRN",0,1.53609206645485,0.8,0.147,0,"CD14+ Monocytes","GRN"
"CLEC7A",0,1.49917859538971,0.695,0.045,0,"CD14+ Monocytes","CLEC7A"
"SERPINA1",0,1.49613639333041,0.736,0.056,0,"CD14+ Monocytes","SERPINA1"
"GPX12",0,1.46302960123057,0.94,0.432,0,"CD14+ Monocytes","GPX1"
"SRGN",0,1.46238356723598,0.992,0.643,0,"CD14+ Monocytes","SRGN"
"CFD",0,1.45728646945341,0.748,0.095,0,"CD14+ Monocytes","CFD"
"LINC00936",0,1.39035936728679,0.692,0.134,0,"CD14+ Monocytes","LINC00936"
"KLF4",0,1.37144068422308,0.681,0.102,0,"CD14+ Monocytes","KLF4"
"FGL2",0,1.36304024169889,0.633,0.044,0,"CD14+ Monocytes","FGL2"
"TSPO",0,1.35473032395234,0.924,0.481,0,"CD14+ Monocytes","TSPO"
"VIM1",0,1.31510443724766,0.983,0.655,0,"CD14+ Monocytes","VIM"
"CFP",0,1.31411537655831,0.669,0.074,0,"CD14+ Monocytes","CFP"
"S100A41",0,1.30714789113163,0.999,0.801,0,"CD14+ Monocytes","S100A4"
"FTH11",0,1.30332286477959,1,0.995,0,"CD14+ Monocytes","FTH1"
"CH17-373J23.1",0,1.26955889868272,0.584,0.152,0,"CD14+ Monocytes","CH17-373J23.1"
"NPC2",0,1.26590280957193,0.846,0.314,0,"CD14+ Monocytes","NPC2"
"COTL1",0,1.26465675508051,0.941,0.426,0,"CD14+ Monocytes","COTL1"
"IL1B",0,1.241094668382,0.395,0.037,0,"CD14+ Monocytes","IL1B"
"TKT",0,1.23823503073467,0.794,0.277,0,"CD14+ Monocytes","TKT"
"CD68",0,1.22818797748305,0.625,0.06,0,"CD14+ Monocytes","CD68"
"CCL3",0,1.22648500835291,0.477,0.116,0,"CD14+ Monocytes","CCL3"
"CYBB",0,1.20651570255688,0.592,0.047,0,"CD14+ Monocytes","CYBB"
"TNFSF13B",0,1.20467446824053,0.597,0.071,0,"CD14+ Monocytes","TNFSF13B"
"CTSD",0,1.204584634565,0.709,0.225,0,"CD14+ Monocytes","CTSD"
"RETN",0,1.20099864752797,0.351,0.037,0,"CD14+ Monocytes","RETN"
"RGS2",0,1.19689707713973,0.756,0.264,0,"CD14+ Monocytes","RGS2"
"CSF3R",0,1.18022608114042,0.552,0.045,0,"CD14+ Monocytes","CSF3R"
"PYCARD",0,1.16666061885172,0.733,0.206,0,"CD14+ Monocytes","PYCARD"
"THBS1",0,1.16544554837631,0.323,0.011,0,"CD14+ Monocytes","THBS1"
"PLBD1",0,1.16292976629715,0.476,0.025,0,"CD14+ Monocytes","PLBD1"
"EREG",0,1.1598975715792,0.345,0.046,0,"CD14+ Monocytes","EREG"
"CCL3L3",0,1.15727675002764,0.297,0.035,0,"CD14+ Monocytes","CCL3L3"
"S100A101",0,1.15643891774431,0.92,0.512,0,"CD14+ Monocytes","S100A10"
"HLA-DRA",0,1.14650371505971,0.942,0.397,0,"CD14+ Monocytes","HLA-DRA"
"SOD2",0,1.14193189917479,0.65,0.233,0,"CD14+ Monocytes","SOD2"
"STXBP2",0,1.13342833970835,0.664,0.197,0,"CD14+ Monocytes","STXBP2"
"RNF1301",0,1.13006225926912,0.666,0.139,0,"CD14+ Monocytes","RNF130"
"HLA-DRB1",0,1.12900453093502,0.843,0.311,0,"CD14+ Monocytes","HLA-DRB1"
"FCGRT1",0,1.11755354275285,0.677,0.18,0,"CD14+ Monocytes","FCGRT"
"CXCL2",0,1.10537480767756,0.267,0.018,0,"CD14+ Monocytes","CXCL2"
"RBP7",0,1.10072108565808,0.42,0.011,0,"CD14+ Monocytes","RBP7"
"APLP2",0,1.09521184805837,0.648,0.19,0,"CD14+ Monocytes","APLP2"
"IFI30",0,1.09338678022052,0.524,0.044,0,"CD14+ Monocytes","IFI30"
"GSTP1",0,1.09123582978433,0.877,0.422,0,"CD14+ Monocytes","GSTP1"
"CEBPD",0,1.08956173983831,0.514,0.047,0,"CD14+ Monocytes","CEBPD"
"SPI1",0,1.08891742402954,0.58,0.088,0,"CD14+ Monocytes","SPI1"
"ANXA2",0,1.0854630349568,0.715,0.211,0,"CD14+ Monocytes","ANXA2"
"NCF2",0,1.08051350160428,0.514,0.033,0,"CD14+ Monocytes","NCF2"
"MPEG1",0,1.07555325230801,0.527,0.046,0,"CD14+ Monocytes","MPEG1"
"MAFB",0,1.07491187126894,0.432,0.029,0,"CD14+ Monocytes","MAFB"
